1	1.2	1.5	2
65	55	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	57	44	33
65	55	44	33
65	56	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	56	44	33
65	57	44	33
65	55	44	33
65	55	44	33
65	57	44	33
65	56	44	33
65	56	44	33
65	55	44	33
65	56	44	33
65	56	44	33
65	57	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	57	44	33
65	55	44	33
65	55	44	33
65	56	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
65	55	44	33
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
66	55	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	57	44	33
66	55	44	33
66	56	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	56	44	33
66	57	44	33
66	55	44	33
66	55	44	33
66	57	44	33
66	56	44	33
66	56	44	33
66	55	44	33
66	56	44	33
66	56	44	33
66	57	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	57	44	33
66	55	44	33
66	55	44	33
66	56	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
66	55	44	33
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
133	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
133	110	88	66
132	110	88	66
133	110	88	66
133	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
133	110	88	66
132	110	88	66
132	110	88	66
133	110	88	66
133	110	88	66
132	110	88	66
132	110	88	66
132	110	88	66
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
198	165	132	99
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
265	220	176	132
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
332	276	221	166
